127.0.0.1 - - [13/Jun/2017:11:20:10 +0800] "GET /msh HTTP/1.1" 302 -
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/ HTTP/1.1" 200 6241
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/css/admin2.css HTTP/1.1" 200 840
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/js/md5.js HTTP/1.1" 200 8827
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/js/Globals.js HTTP/1.1" 200 41673
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/images/Admin2_Login_r5_c4.jpg HTTP/1.1" 200 4294
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/images/Admin2_Login_r7_c2.jpg HTTP/1.1" 200 3660
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/images/Admin2_Login_r3_c2.jpg HTTP/1.1" 200 10316
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /msh/images/Admin2_Login_r2_c2.png HTTP/1.1" 200 34468
127.0.0.1 - - [13/Jun/2017:11:20:12 +0800] "GET /favicon.ico HTTP/1.1" 304 -
127.0.0.1 - - [13/Jun/2017:11:20:15 +0800] "POST /msh/loginAction.do?method=userLogin HTTP/1.1" 200 6259
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "POST /msh/loginAction.do?method=userLogin HTTP/1.1" 200 424
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/default.js HTTP/1.1" 200 2171
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/adsense/css/admin.css HTTP/1.1" 200 4196
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/adsense/css/tag.css HTTP/1.1" 200 5954
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/ajax_func.js HTTP/1.1" 200 2575
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/arith.js HTTP/1.1" 200 1559
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/common.js HTTP/1.1" 200 8491
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/data.js HTTP/1.1" 200 435
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/check.js HTTP/1.1" 200 5873
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/code.js HTTP/1.1" 200 5103
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/date.js HTTP/1.1" 200 4717
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/acs.js HTTP/1.1" 200 2454
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery_default.js HTTP/1.1" 200 1829
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/js/pinying.js HTTP/1.1" 200 29482
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/jquery-1.7.2.min.js HTTP/1.1" 200 94843
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/jquery.easyui.min.js HTTP/1.1" 200 292141
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/serializeObject.js HTTP/1.1" 200 512
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2902
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.bgiframe.pack.js HTTP/1.1" 200 1710
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/datagrid-detailview.js HTTP/1.1" 200 9813
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.ivalidatebox.js HTTP/1.1" 200 7768
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.imessager.js HTTP/1.1" 200 3781
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.operationeditor.js HTTP/1.1" 200 2595
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.myform.js HTTP/1.1" 200 1085
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/jquery.codesearchbox.js HTTP/1.1" 200 5900
127.0.0.1 - - [13/Jun/2017:11:20:19 +0800] "GET /msh/jquery/js/json2.js HTTP/1.1" 200 18014
